,ID_VICTIMA,FECHA,AÑO,DIA_SEMANA,HORA,DEPARTAMENTO,JURISDICCION,LUGAR,MOTIVO_APARENTE,ARMAREC,PROCESADOS,MENORESCINICIOPROC,ACLARADO,SEXO,EDADCALC,ANTECEDENTES,ANTECEDENTESPORESTUPEFACIENTES,REL_VICT_AGRES,MES_NUMERO,TRIMESTRE_NUMERO,DIA_SEMANA_NUMERO,RANGO_EDAD
19,AAT1129370,10.04.2021,2021.0,SABADO,22,MONTEVIDEO,SECCIONAL 8,VIA PUBLICA U OTROS ESPACIOS ABIERTOS,RAPIÑA / HURTO / COPAMIENTO,ARMA DE FUEGO,SIN PROCESADOS,SIN MENORES C/INICIO PROC.,SIN ACLARAR,HOMBRE,71,SIN ANTECEDENTES,SIN ANTECEDENTES,SIN RELACION,4,2,6,70 - 75
20,AAT1129860,10.04.2021,2021.0,SABADO,23,MONTEVIDEO,SECCIONAL 17,VIA PUBLICA U OTROS ESPACIOS ABIERTOS,ALTERCADOS ESPONTANEOS/ CONFLICTOS DIVERSOS,ARMA DE FUEGO,SIN PROCESADOS,SIN MENORES C/INICIO PROC.,SIN ACLARAR,HOMBRE,21,ANTECEDENTES POR DELITOS NO VIOLENTOS,SIN ANTECEDENTES,AMIGO/CONOCIDO,4,2,6,20 - 25
21,AAT1181506,11.04.2021,2021.0,DOMINGO,20,MONTEVIDEO,SECCIONAL 18,VIA PUBLICA U OTROS ESPACIOS ABIERTOS,AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES,ARMA DE FUEGO,SIN PROCESADOS,SIN MENORES C/INICIO PROC.,SIN ACLARAR,HOMBRE,16,SIN ANTECEDENTES,SIN ANTECEDENTES,AMIGO/CONOCIDO,4,2,7,15 - 20
22,AAT169604,09.04.2021,2021.0,VIERNES,21,MONTEVIDEO,SECCIONAL 15,RESIDENCIA,AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES,ARMA DE FUEGO,CON PROCESADOS,SIN MENORES C/INICIO PROC.,ACLARADO,MUJER,12,SIN ANTECEDENTES,SIN ANTECEDENTES,AMIGO/CONOCIDO,4,2,5,10 - 15
23,AAW1124670,13.04.2021,2021.0,MARTES,17,ROCHA,SECCIONAL 5,VIA PUBLICA U OTROS ESPACIOS ABIERTOS,AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES,ARMA DE FUEGO,CON PROCESADOS,SIN MENORES C/INICIO PROC.,ACLARADO,HOMBRE,36,ANTECEDENTES POR DELITOS NO VIOLENTOS,SIN ANTECEDENTES,PAREJA/EX PAREJA,4,2,2,35 - 40
24,AAW1179270,12.04.2021,2021.0,LUNES,10,MONTEVIDEO,SECCIONAL 22,RESIDENCIA,AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES,OTRAS ARMAS,SIN PROCESADOS,SIN MENORES C/INICIO PROC.,SIN ACLARAR,HOMBRE,44,SIN ANTECEDENTES,SIN ANTECEDENTES,AMIGO/CONOCIDO,4,2,1,40 - 45
25,ABA1178842,16.12.2020,2020.0,MIERCOLES,13,CANELONES,SECCIONAL 30,RESIDENCIA,OTROS MOTIVOS,OTRAS ARMAS,AUTOR MAYOR FALLECIDO,SIN MENORES C/INICIO PROC.,ACLARADO,HOMBRE,41,SIN ANTECEDENTES,SIN ANTECEDENTES,FAMILIAR,12,4,3,40 - 45
26,ABB190636,01.12.2020,2020.0,MARTES,22,CANELONES,SECCIONAL 21,RESIDENCIA,ALTERCADOS ESPONTANEOS/ CONFLICTOS DIVERSOS,CORTO / PUNZANTE,CON PROCESADOS,SIN MENORES C/INICIO PROC.,ACLARADO,HOMBRE,46,ANTECEDENTES POR AMBOS TIPOS DE DELITOS,SIN ANTECEDENTES,AMIGO/CONOCIDO,12,4,2,45 - 50
27,ABD168834,17.12.2020,2020.0,JUEVES,14,MONTEVIDEO,SECCIONAL 19,VIA PUBLICA U OTROS ESPACIOS ABIERTOS,AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES,ARMA DE FUEGO,SIN PROCESADOS,SIN MENORES C/INICIO PROC.,SIN ACLARAR,HOMBRE,15,SIN ANTECEDENTES,SIN ANTECEDENTES,SIN RELACION,12,4,4,15 - 20
28,ABD268834,17.12.2020,2020.0,JUEVES,14,MONTEVIDEO,SECCIONAL 19,VIA PUBLICA U OTROS ESPACIOS ABIERTOS,AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES,ARMA DE FUEGO,SIN PROCESADOS,SIN MENORES C/INICIO PROC.,SIN ACLARAR,HOMBRE,18,SIN ANTECEDENTES,SIN ANTECEDENTES,AMIGO/CONOCIDO,12,4,4,15 - 20
29,ABF1185362,25.11.2020,2020.0,MIERCOLES,4,PAYSANDU,SECCIONAL 2,VIA PUBLICA U OTROS ESPACIOS ABIERTOS,ALTERCADOS ESPONTANEOS/ CONFLICTOS DIVERSOS,CORTO / PUNZANTE,CON PROCESADOS,SIN MENORES C/INICIO PROC.,ACLARADO,HOMBRE,27,ANTECEDENTES POR AMBOS TIPOS DE DELITOS,SIN ANTECEDENTES,AMIGO/CONOCIDO,11,4,3,25 - 30
30,ABF118958,23.11.2020,2020.0,LUNES,2,MONTEVIDEO,SECCIONAL 8,RESIDENCIA,ALTERCADOS ESPONTANEOS/ CONFLICTOS DIVERSOS,CORTO / PUNZANTE,CON PROCESADOS,SIN MENORES C/INICIO PROC.,ACLARADO,HOMBRE,46,SIN ANTECEDENTES,SIN ANTECEDENTES,AMIGO/CONOCIDO,11,4,1,45 - 50
31,ABF124180,23.11.2020,2020.0,LUNES,7,RIVERA,SECCIONAL 1,VIA PUBLICA U OTROS ESPACIOS ABIERTOS,AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES,ARMA DE FUEGO,CON PROCESADOS,SIN MENORES C/INICIO PROC.,ACLARADO,HOMBRE,24,ANTECEDENTES POR DELITOS NO VIOLENTOS,SIN ANTECEDENTES,AMIGO/CONOCIDO,11,4,1,20 - 25
32,ABF14664,22.11.2020,2020.0,DOMINGO,20,SALTO,SECCIONAL 10,RESIDENCIA,OTROS MOTIVOS,ARMA DE FUEGO,SIN PROCESADOS,SIN MENORES C/INICIO PROC.,SIN ACLARAR,HOMBRE,68,SIN ANTECEDENTES,SIN ANTECEDENTES,AMIGO/CONOCIDO,11,4,7,65 - 70
33,ABF172522,23.11.2020,2020.0,LUNES,15,MONTEVIDEO,SECCIONAL 18,VIA PUBLICA U OTROS ESPACIOS ABIERTOS,AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES,ARMA DE FUEGO,SIN PROCESADOS,CON MENORES C/INICIO PROC.,ACLARADO,HOMBRE,16,SIN ANTECEDENTES,SIN ANTECEDENTES,AMIGO/CONOCIDO,11,4,1,15 - 20
34,ABM1110986,07.12.2020,2020.0,LUNES,16,CANELONES,SECCIONAL 30,VIA PUBLICA U OTROS ESPACIOS ABIERTOS,ALTERCADOS ESPONTANEOS/ CONFLICTOS DIVERSOS,CORTO / PUNZANTE,CON PROCESADOS,SIN MENORES C/INICIO PROC.,ACLARADO,MUJER,32,ANTECEDENTES POR DELITOS VIOLENTOS,SIN ANTECEDENTES,SIN RELACION,12,4,1,30 - 35
35,ABM1116838,07.12.2020,2020.0,LUNES,19,MONTEVIDEO,SECCIONAL 12,VIA PUBLICA U OTROS ESPACIOS ABIERTOS,AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES,ARMA DE FUEGO,SIN PROCESADOS,SIN MENORES C/INICIO PROC.,SIN ACLARAR,HOMBRE,43,ANTECEDENTES POR DELITOS VIOLENTOS,SIN ANTECEDENTES,AMIGO/CONOCIDO,12,4,1,40 - 45
36,ABM1169814,07.12.2020,2020.0,LUNES,22,MALDONADO,SECCIONAL 1,VIA PUBLICA U OTROS ESPACIOS ABIERTOS,VIOLENCIA DOMESTICA Y ASOCIADOS,ARMA PERSONAL / ESTRANGULACION / ASFIXIA / AHOGAMIENTO,CON PROCESADOS,SIN MENORES C/INICIO PROC.,ACLARADO,MUJER,32,SIN ANTECEDENTES,SIN ANTECEDENTES,PAREJA/EX PAREJA,12,4,1,30 - 35
37,ABM127882,06.12.2020,2020.0,DOMINGO,17,CANELONES,SECCIONAL 22,VIA PUBLICA U OTROS ESPACIOS ABIERTOS,ALTERCADOS ESPONTANEOS/ CONFLICTOS DIVERSOS,CORTO / PUNZANTE,CON PROCESADOS,SIN MENORES C/INICIO PROC.,ACLARADO,HOMBRE,27,ANTECEDENTES POR AMBOS TIPOS DE DELITOS,SIN ANTECEDENTES,AMIGO/CONOCIDO,12,4,7,25 - 30
38,ABM195908,07.12.2020,2020.0,LUNES,13,MONTEVIDEO,SECCIONAL 17,VIA PUBLICA U OTROS ESPACIOS ABIERTOS,AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES,ARMA DE FUEGO,CON PROCESADOS,SIN MENORES C/INICIO PROC.,ACLARADO,HOMBRE,19,SIN ANTECEDENTES,SIN ANTECEDENTES,SIN RELACION,12,4,1,15 - 20
39,ABO1104134,12.12.2020,2020.0,SABADO,23,MONTEVIDEO,SECCIONAL 17,RESIDENCIA,AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES,ARMA DE FUEGO,SIN PROCESADOS,SIN MENORES C/INICIO PROC.,SIN ACLARAR,HOMBRE,24,ANTECEDENTES POR DELITOS NO VIOLENTOS,SIN ANTECEDENTES,PAREJA/EX PAREJA,12,4,6,20 - 25
40,ABO1129012,13.12.2020,2020.0,DOMINGO,12,MONTEVIDEO,SECCIONAL 7,VIA PUBLICA U OTROS ESPACIOS ABIERTOS,AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES,CORTO / PUNZANTE,SIN PROCESADOS,SIN MENORES C/INICIO PROC.,SIN ACLARAR,HOMBRE,42,ANTECEDENTES POR DELITOS NO VIOLENTOS,SIN ANTECEDENTES,FAMILIAR,12,4,7,40 - 45
41,ABO1141668,13.12.2020,2020.0,DOMINGO,17,RIVERA,SECCIONAL 3,RESIDENCIA,ALTERCADOS ESPONTANEOS/ CONFLICTOS DIVERSOS,OBJETO PESADO / CONTUNDENTE,CON PROCESADOS,SIN MENORES C/INICIO PROC.,ACLARADO,HOMBRE,42,SIN ANTECEDENTES,SIN ANTECEDENTES,AMIGO/CONOCIDO,12,4,7,40 - 45
42,ABO12998,11.12.2020,2020.0,VIERNES,11,SALTO,SECCIONAL 3,RESIDENCIA,VIOLENCIA DOMESTICA Y ASOCIADOS,ARMA DE FUEGO,CON PROCESADOS,SIN MENORES C/INICIO PROC.,ACLARADO,MUJER,33,ANTECEDENTES POR DELITOS NO VIOLENTOS,SIN ANTECEDENTES,PAREJA/EX PAREJA,12,4,5,30 - 35
43,ABO156156,12.12.2020,2020.0,SABADO,1,MALDONADO,SECCIONAL 3,VIA PUBLICA U OTROS ESPACIOS ABIERTOS,AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES,ARMA DE FUEGO,CON PROCESADOS,SIN MENORES C/INICIO PROC.,ACLARADO,HOMBRE,33,SIN ANTECEDENTES,SIN ANTECEDENTES,SIN RELACION,12,4,6,30 - 35
44,ABO16442,11.12.2020,2020.0,VIERNES,10,SALTO,SECCIONAL 2,RESIDENCIA,ALTERCADOS ESPONTANEOS/ CONFLICTOS DIVERSOS,CORTO / PUNZANTE,CON PROCESADOS,SIN MENORES C/INICIO PROC.,ACLARADO,HOMBRE,70,SIN ANTECEDENTES,SIN ANTECEDENTES,AMIGO/CONOCIDO,12,4,5,70 - 75
45,ABP1194478,06.12.2020,2020.0,DOMINGO,1,MONTEVIDEO,SECCIONAL 15,VIA PUBLICA U OTROS ESPACIOS ABIERTOS,ALTERCADOS ESPONTANEOS/ CONFLICTOS DIVERSOS,CORTO / PUNZANTE,SIN PROCESADOS,SIN MENORES C/INICIO PROC.,SIN ACLARAR,HOMBRE,38,ANTECEDENTES POR DELITOS NO VIOLENTOS,CON ANTECEDENTES,PAREJA/EX PAREJA,12,4,7,35 - 40
46,ABP1197390,06.12.2020,2020.0,DOMINGO,4,MONTEVIDEO,SECCIONAL 3,VIA PUBLICA U OTROS ESPACIOS ABIERTOS,ALTERCADOS ESPONTANEOS/ CONFLICTOS DIVERSOS,CORTO / PUNZANTE,CON PROCESADOS,SIN MENORES C/INICIO PROC.,ACLARADO,HOMBRE,39,ANTECEDENTES POR AMBOS TIPOS DE DELITOS,SIN ANTECEDENTES,AMIGO/CONOCIDO,12,4,7,35 - 40
47,ABW116306,28.11.2020,2020.0,SABADO,2,CANELONES,SECCIONAL 21,VIA PUBLICA U OTROS ESPACIOS ABIERTOS,ALTERCADOS ESPONTANEOS/ CONFLICTOS DIVERSOS,CORTO / PUNZANTE,CON PROCESADOS,SIN MENORES C/INICIO PROC.,ACLARADO,HOMBRE,25,ANTECEDENTES POR DELITOS NO VIOLENTOS,SIN ANTECEDENTES,AMIGO/CONOCIDO,11,4,6,25 - 30
48,ADA161482,26.05.2021,2021.0,MIERCOLES,19,ARTIGAS,SECCIONAL 1,VIA PUBLICA U OTROS ESPACIOS ABIERTOS,AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES,ARMA DE FUEGO,SIN PROCESADOS,SIN MENORES C/INICIO PROC.,SIN ACLARAR,HOMBRE,40,SIN ANTECEDENTES,SIN ANTECEDENTES,SIN RELACION,5,2,3,40 - 45
49,ADA171730,27.05.2021,2021.0,JUEVES,24,MONTEVIDEO,SECCIONAL 4,VIA PUBLICA U OTROS ESPACIOS ABIERTOS,AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES,ARMA DE FUEGO,SIN PROCESADOS,SIN MENORES C/INICIO PROC.,SIN ACLARAR,HOMBRE,18,SIN ANTECEDENTES,SIN ANTECEDENTES,PAREJA/EX PAREJA,5,2,4,15 - 20
50,ADD1132018,30.05.2021,2021.0,DOMINGO,15,MONTEVIDEO,SECCIONAL 13,VIA PUBLICA U OTROS ESPACIOS ABIERTOS,AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES,ARMA DE FUEGO,CON PROCESADOS,SIN MENORES C/INICIO PROC.,ACLARADO,HOMBRE,33,SIN ANTECEDENTES,SIN ANTECEDENTES,FAMILIAR,5,2,7,30 - 35
51,ADD136510,29.05.2021,2021.0,SABADO,1,TACUAREMBO,SECCIONAL 3,VIA PUBLICA U OTROS ESPACIOS ABIERTOS,RAPIÑA / HURTO / COPAMIENTO,ARMA DE FUEGO,SIN PROCESADOS,SIN MENORES C/INICIO PROC.,SIN ACLARAR,HOMBRE,57,SIN ANTECEDENTES,SIN ANTECEDENTES,SIN RELACION,5,2,6,55 - 60
52,ADD186084,29.05.2021,2021.0,SABADO,19,MONTEVIDEO,SECCIONAL 24,VIA PUBLICA U OTROS ESPACIOS ABIERTOS,AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES,ARMA DE FUEGO,CON PROCESADOS,SIN MENORES C/INICIO PROC.,ACLARADO,HOMBRE,26,ANTECEDENTES POR DELITOS NO VIOLENTOS,SIN ANTECEDENTES,PAREJA/EX PAREJA,5,2,6,25 - 30
53,ADF118022,25.04.2021,2021.0,DOMINGO,20,MONTEVIDEO,SECCIONAL 24,VIA PUBLICA U OTROS ESPACIOS ABIERTOS,AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES,ARMA DE FUEGO,SIN PROCESADOS,SIN MENORES C/INICIO PROC.,SIN ACLARAR,HOMBRE,23,SIN ANTECEDENTES,SIN ANTECEDENTES,AMIGO/CONOCIDO,4,2,7,20 - 25
54,ADI1103110,20.05.2021,2021.0,JUEVES,19,MONTEVIDEO,SECCIONAL 2,RESIDENCIA,VIOLENCIA DOMESTICA Y ASOCIADOS,ARMA PERSONAL / ESTRANGULACION / ASFIXIA / AHOGAMIENTO,CON PROCESADOS,SIN MENORES C/INICIO PROC.,ACLARADO,MUJER,75,SIN ANTECEDENTES,SIN ANTECEDENTES,FAMILIAR,5,2,4,75 - 80
55,ADI1113050,21.05.2021,2021.0,VIERNES,20,MONTEVIDEO,SECCIONAL 18,VIA PUBLICA U OTROS ESPACIOS ABIERTOS,AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES,ARMA DE FUEGO,SIN PROCESADOS,SIN MENORES C/INICIO PROC.,SIN ACLARAR,HOMBRE,37,ANTECEDENTES POR AMBOS TIPOS DE DELITOS,CON ANTECEDENTES,SIN RELACION,5,2,5,35 - 40
56,ADM174546,18.05.2021,2021.0,MARTES,18,MONTEVIDEO,SECCIONAL 12,VIA PUBLICA U OTROS ESPACIOS ABIERTOS,AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES,ARMA DE FUEGO,SIN PROCESADOS,SIN MENORES C/INICIO PROC.,SIN ACLARAR,HOMBRE,28,ANTECEDENTES POR DELITOS NO VIOLENTOS,SIN ANTECEDENTES,AMIGO/CONOCIDO,5,2,2,25 - 30
57,ADM199368,19.05.2021,2021.0,MIERCOLES,4,MONTEVIDEO,SECCIONAL 15,RESIDENCIA,VIOLENCIA DOMESTICA Y ASOCIADOS,CORTO / PUNZANTE,CON PROCESADOS,SIN MENORES C/INICIO PROC.,ACLARADO,MUJER,37,SIN ANTECEDENTES,SIN ANTECEDENTES,PAREJA/EX PAREJA,5,2,3,35 - 40
58,ADO1194772,25.05.2021,2021.0,MARTES,22,MONTEVIDEO,SECCIONAL 25,VIA PUBLICA U OTROS ESPACIOS ABIERTOS,AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES,ARMA DE FUEGO,SIN PROCESADOS,SIN MENORES C/INICIO PROC.,SIN ACLARAR,HOMBRE,28,SIN ANTECEDENTES,SIN ANTECEDENTES,AMIGO/CONOCIDO,5,2,2,25 - 30
59,ADO141374,24.05.2021,2021.0,LUNES,2,MONTEVIDEO,SECCIONAL 21,VIA PUBLICA U OTROS ESPACIOS ABIERTOS,ALTERCADOS ESPONTANEOS/ CONFLICTOS DIVERSOS,ARMA DE FUEGO,SIN PROCESADOS,SIN MENORES C/INICIO PROC.,SIN ACLARAR,MUJER,21,SIN ANTECEDENTES,SIN ANTECEDENTES,SIN RELACION,5,2,1,20 - 25
60,ADP151890,15.05.2021,2021.0,SABADO,14,MONTEVIDEO,SECCIONAL 17,VIA PUBLICA U OTROS ESPACIOS ABIERTOS,ALTERCADOS ESPONTANEOS/ CONFLICTOS DIVERSOS,ARMA DE FUEGO,CON PROCESADOS,SIN MENORES C/INICIO PROC.,ACLARADO,HOMBRE,18,SIN ANTECEDENTES,SIN ANTECEDENTES,AMIGO/CONOCIDO,5,2,6,15 - 20
